state,county,population,white,all_workers,public_transit,bike,walked,all_female_marital,female_married,poverty_status_denominator,in_poverty,median_income,housing_units,housing_units_single_detached,housing_units_single_attached
12,013,14657,11947,4533,0,32,12,5331,2900,12542,2816,34053,5946,3440,63
12,015,163151,147782,53037,206,470,533,75236,40710,159806,20343,44265,100959,68971,2172
12,017,139771,130161,42893,69,174,459,63650,34486,137082,23770,38109,77875,53283,1915
12,019,194868,160247,83758,159,244,891,80089,43486,193171,20352,59103,76369,54056,2919
12,021,334474,291481,133282,3657,1463,2309,144473,77920,331173,47546,56250,199818,81292,10565
12,023,67662,52253,24098,11,102,155,26677,12613,63145,12607,39194,28460,15344,166
12,027,34785,28654,12079,1411,102,154,12139,5945,32678,9968,36114,14664,7484,437
12,029,16137,14081,4979,0,4,72,6148,3148,14775,2791,35000,9225,4407,7
12,031,880750,543264,403203,6947,2065,5191,370029,165366,861507,150319,47582,391719,237484,19470
12,033,304099,210631,134469,818,445,2889,126705,54406,283787,48557,44883,137755,91226,4183
12,035,98843,80341,34244,103,211,202,44036,23899,98168,16140,47733,48981,37906,2727
12,037,11636,9472,4078,12,33,135,4101,2255,9711,2229,37815,8610,5749,118
12,039,46865,18531,16526,83,0,264,18898,7658,44508,12112,36146,19473,12542,131
12,041,16948,15576,5907,37,0,74,6730,3727,15708,3915,40984,7259,3446,27
12,043,13190,10324,3874,49,7,228,4936,2583,11876,2885,33609,6900,2738,91
12,045,15781,12215,5449,30,10,76,5511,2946,13507,2213,40964,9130,5934,261
12,047,14466,8790,3931,2,19,56,4788,2367,11124,3176,35629,5746,2833,20
12,049,27549,22983,9264,605,46,253,9314,4814,25716,7910,36094,9667,5790,69
12,051,38360,27230,13890,698,148,422,13655,6420,36371,9761,36504,14449,7642,210
12,053,173792,156206,55734,74,112,580,77413,41212,170992,27409,40457,84588,62082,3065
12,055,98261,82654,29996,1068,155,604,43182,22995,97026,18617,35911,55150,31568,1947
12,057,1279668,918084,588668,8738,4783,9478,534358,245973,1259727,216127,50122,544259,306135,36427
12,059,19741,17654,6139,0,5,113,7585,3991,17735,4717,36236,8607,5651,35
12,061,140918,121670,51606,169,267,619,62940,31664,139365,21438,44645,76786,48274,3176
12,063,49105,33718,15491,16,21,131,18190,8464,41247,8782,36310,20918,13515,109
12,065,14335,8615,4979,10,0,76,5686,2945,12161,2078,42866,6609,3967,38
12,067,8821,6888,2981,27,23,42,2848,1437,7299,1713,35720,3353,1765,18
12,069,305010,254313,116915,357,259,1304,132505,74154,300927,43155,45465,145465,93715,2978
12,071,647554,545605,248988,2833,2283,2277,280101,143175,637614,102306,47908,372769,197281,32476
12,073,280882,175713,134743,2446,739,2976,125159,46789,267754,63535,46620,125234,65975,8671
12,075,40057,35022,13320,41,52,255,17038,8318,39266,9410,35483,19985,9054,111
12,077,8302,6415,2715,64,0,82,2437,1354,6702,1344,38990,3296,1711,27
12,079,18901,10771,6009,0,10,292,7475,3627,16749,3715,33520,8446,4680,96
12,081,335840,282584,134739,917,547,2066,146202,76795,331752,49357,49228,175211,89010,14797
12,083,334771,273311,113803,328,380,1645,148602,75466,325876,59591,39339,163731,107262,4448
12,085,149658,130129,58836,198,333,1100,65432,34188,146697,17674,51703,78565,41481,6691
12,086,2600861,1963920,1150052,61754,7322,26316,1116932,477219,2557255,524382,43099,994596,405572,100328
12,087,75208,67153,37670,910,2846,1829,30745,14965,73684,10240,55449,52861,27387,3910
12,089,74918,67783,30976,72,263,405,31839,17951,73884,9289,55256,35421,22197,1239
12,091,188984,150361,89305,626,473,1404,76214,41103,183452,25218,55768,93550,58111,4469
12,093,39398,33452,13055,137,33,502,14695,7579,36405,10161,35490,18335,9067,213
12,095,1200241,780991,573893,15954,3190,7170,497389,223380,1169707,207658,47556,495966,280086,31979
12,097,289449,220205,123452,2001,564,797,117902,57495,286686,52506,44551,130448,75216,8297
12,099,1359074,1025542,591057,11355,3248,9268,592520,275861,1340577,195174,52878,668464,308555,67811
12,101,472745,421022,180676,1004,761,1752,203496,104728,465057,66435,44518,230616,142922,12137
12,103,925030,767248,410423,6950,4071,6821,417066,184438,910121,130580,45574,503428,244499,24632
12,105,617323,486381,236739,1109,644,3116,256991,127532,602537,111170,43063,281617,170819,8070
12,107,73191,56857,24145,180,178,317,30439,14948,71707,19019,32714,36961,19204,230
12,109,203402,182338,92260,156,831,924,86282,46934,201030,19504,65575,92936,61798,5965
12,111,283988,206581,107545,595,535,812,120922,61027,281006,51590,42665,136956,92615,4572
12,113,158240,137237,67729,105,227,363,63045,35492,152978,18673,58199,65995,50479,887
12,115,386944,352049,149545,1200,1937,1920,178709,93254,381358,45071,50304,229323,133664,18189
12,117,432135,345365,202589,973,964,1772,185149,85630,428394,49768,57875,183269,114493,15309
12,119,103708,91654,21034,177,51,322,47262,31058,94389,10324,49874,58511,46836,386
12,121,43404,35871,15278,55,125,86,17469,8739,41923,10116,37879,19004,8148,86
12,123,22690,17130,7134,7,45,67,8121,4138,19002,2613,36907,10928,6097,63
12,125,15258,11282,4222,30,5,54,3975,2115,10322,1962,41476,4479,2231,4
12,127,498981,411057,192668,1802,1421,2909,218903,102759,488045,85906,41714,254867,165831,10548
12,129,31015,25417,12693,11,0,68,11222,6481,27407,3668,53143,12819,7841,107
12,131,57821,50115,24149,5,37,155,23581,13035,55542,9808,44468,46181,26138,711
12,133,24660,19708,8371,13,6,197,9175,4907,22139,4319,38563,10730,6328,26
13,001,18421,14117,7341,22,0,159,7153,3866,17971,4044,38461,8457,4474,39
13,003,8297,5523,3125,6,0,54,3134,1703,8260,2467,30403,3489,1739,20
13,005,11196,8825,4445,32,0,89,4376,2472,10679,2177,37698,4767,2806,12
13,007,3342,1777,1289,14,0,0,1410,729,3316,749,45526,1625,1094,3
13,009,45854,25186,16073,18,13,357,19200,6959,42239,13545,31758,20210,11548,331
13,011,18317,17130,7882,32,0,149,7281,4273,18268,2969,42826,7570,4961,7
13,013,70873,57049,30860,14,11,155,27815,15257,70333,9460,53256,26508,22362,401
13,015,100771,84464,42957,162,0,220,40293,22038,99760,16219,48306,39844,28498,1327
13,017,17547,10509,5829,0,36,109,7108,3150,17176,6218,30643,7911,4988,58
13,019,19091,16153,6549,4,17,125,7759,4349,18774,4747,31812,8685,4897,127
13,021,155237,67556,57979,493,101,1102,65820,25545,148562,39621,36614,69933,47376,1223
13,023,12912,8960,4064,16,15,154,5600,2226,11325,2930,35507,5289,3729,26
13,025,18463,17412,6413,105,0,66,7463,3960,18349,3834,36301,8011,3716,0
13,027,15766,9320,5508,6,0,32,6631,3018,15556,4327,31686,7690,4876,46
13,029,32185,25308,14923,0,112,232,12465,7215,32014,4025,65123,12404,9157,270
13,031,71940,47288,29867,347,153,735,30291,11701,66468,22014,35642,29311,15344,490
13,033,23136,11075,8382,47,72,68,9459,3968,22822,7698,33299,9843,5541,42
13,035,23469,16414,8473,1,2,133,8808,4686,20841,3714,47385,9317,7783,114
13,037,6549,2220,2292,405,0,484,2126,911,4989,2012,26309,2345,1493,11
13,039,51193,38403,23231,84,43,602,19565,11823,49536,6534,52799,21326,14098,1082
13,043,11056,7539,4189,2,7,25,4440,2091,10712,3103,30518,4721,2641,36
13,045,111872,85295,46065,120,81,555,46165,22438,107852,21455,45009,44646,32620,979
13,047,64955,60604,29386,63,18,174,27231,15338,64362,8461,50180,26708,19811,598
13,049,13098,9385,4179,0,0,39,4605,2048,11607,2084,41059,4439,2530,13
13,051,275303,148598,122787,2866,1083,3012,116851,47506,263998,51070,46987,121009,74324,7212
13,053,11846,8276,6429,74,129,624,2797,1685,8667,782,48488,3359,1367,479
13,055,25484,21891,8577,91,21,75,9991,5197,23479,5606,32496,10922,7517,94
13,057,221951,191990,104672,374,62,1124,88175,51330,220235,22675,67371,83634,68440,3342
13,059,119681,78002,51235,1518,841,2319,53899,16103,109100,38997,33430,51292,24328,2366
13,061,3110,933,815,5,0,2,1160,478,3052,1398,21300,1863,1121,33
13,063,264221,58024,108088,2673,290,1637,107461,39739,259038,64277,40314,104601,66355,4955
13,065,6777,4566,2263,2,0,23,2662,1225,6658,2306,29125,2991,1854,59
13,067,708920,440344,351795,4954,583,3710,292276,149590,698804,91080,64657,289089,190842,21896
13,069,42947,27757,15257,109,141,129,16632,7559,39381,10255,34523,17025,9716,83
13,071,45987,32028,17857,314,3,473,18079,9437,44974,12448,32233,18308,10627,388
13,073,132362,100339,60047,83,0,457,53805,30471,131606,12596,68516,51125,40469,2920
13,075,17061,11794,6941,14,73,70,6879,3936,16886,4245,34230,7264,4361,62
13,077,131419,101697,59285,431,36,132,52967,30758,130629,17013,61662,50934,42664,1217
13,079,12536,9282,4984,31,0,24,5093,2766,12358,2138,41910,5279,3032,28
13,081,23403,12620,8549,0,0,22,9931,4617,22881,7261,36280,10719,6798,7
13,083,16533,15843,7299,29,0,366,7119,3970,15271,2094,44992,7279,5203,49
13,085,22500,21315,9604,13,0,57,9271,5680,22169,3498,54457,10492,8464,229
13,087,27508,14574,9976,70,14,121,11322,5469,26278,7788,31090,12135,7694,137
13,089,707185,250716,327763,26738,702,5709,300060,115650,692359,135640,50799,305608,172452,20252
13,091,21365,14397,7808,56,1,128,8366,4386,19292,3779,34812,9816,6334,45
13,093,14443,6629,4508,3,5,40,5327,2171,12377,3451,28251,6275,3560,15
13,095,93890,27277,33428,525,37,1022,40428,14323,90448,29285,31458,40754,24728,1330
13,097,135037,70973,58447,684,8,374,55325,27041,133275,21621,52997,51694,39283,1134
13,099,10662,5108,3793,39,0,25,4564,2045,10433,2852,35000,4937,3281,68
13,101,4018,3220,1748,18,0,13,1594,848,4014,1210,32667,1706,740,7
13,103,53673,44293,24244,50,0,149,21219,12214,53123,5601,63903,20149,13919,274
13,105,19694,13186,7208,14,6,65,8517,4379,19429,3977,35170,9536,6072,89
13,107,22731,13916,7870,96,0,116,9279,4308,21820,6729,33142,9921,6603,149
13,109,10868,6400,3821,0,0,64,4399,2014,10343,2793,37804,4646,2757,47
13,111,23632,22955,8164,37,0,153,10361,6209,23327,5280,35441,16391,13651,192
13,113,107930,77218,48012,663,49,235,45619,26700,107261,8646,79993,40987,34880,980
13,115,96146,74782,38202,156,212,1111,40347,19796,92146,19704,41046,40475,29290,676
13,117,189314,161289,86460,505,35,671,72389,45102,188464,13440,87657,67045,57160,3778
13,119,22051,18993,8064,1,29,190,9268,5062,21350,4448,35878,10499,6400,106
13,121,967100,440901,448780,32398,1719,12617,402815,158664,936411,166936,56642,440957,214313,28984
13,123,28441,26335,10348,23,20,95,11618,6998,28133,6026,39581,16616,12671,165
13,125,3086,2743,1275,16,0,2,1270,690,2977,493,40089,1509,809,11
13,127,80937,53668,34525,149,103,549,34735,17236,79476,15650,45588,41188,26088,1507
13,129,55666,49401,23012,16,17,265,22394,12361,54720,11159,42414,22241,15377,514
13,131,25239,15970,8678,11,15,54,10193,5147,24862,7737,31653,10746,6811,95
13,133,16190,9420,5603,9,0,63,6947,3632,16022,4159,41390,8862,6706,112
13,135,842091,442511,389038,4128,484,3845,331128,174810,835503,115201,60329,294336,213748,16710
13,137,43342,38237,16392,46,0,288,18786,10093,40447,7182,40689,18136,13112,221
13,139,185318,152338,80594,223,45,837,72283,38726,181962,34167,51036,69053,49974,1973
13,141,9043,2219,2217,20,0,28,3423,1396,7250,2360,24552,5307,3074,22
13,143,28563,26216,10836,7,0,191,11694,6374,28111,5875,41482,12265,8729,94
13,145,32539,25849,14928,18,0,105,13464,7935,32053,2803,69060,13542,12127,54
13,147,25406,19597,9715,6,1,95,10604,5494,24598,6049,36867,12966,9272,64
13,149,11674,10179,4365,0,0,36,4756,2628,11516,2619,41354,5118,3031,19
13,151,209069,113118,89422,1033,118,485,85543,42384,207229,26432,60269,76953,64387,1498
13,153,145622,90066,63348,51,75,434,59173,30896,143742,23795,55170,59444,43188,1199
13,155,9482,6537,3122,0,0,5,3735,1951,8842,1972,36729,4032,2582,22
13,157,60928,54052,25806,41,5,104,24238,13845,60311,9062,52857,23716,18274,195
13,159,13647,10103,5629,11,12,18,5612,2964,13524,2991,42099,6196,4805,68
13,161,15028,11581,5613,5,0,103,5751,3314,14882,3648,36707,6449,4252,2
13,163,16554,7182,5155,33,0,189,6964,3165,15994,5082,26796,7281,4488,60
13,165,8794,5418,3081,0,0,90,3701,1608,8684,2586,28910,4556,2794,27
13,167,9850,6168,3803,9,0,91,3489,1784,9020,2009,36466,4089,2760,33
13,169,28783,21021,11766,43,0,115,12007,6369,28438,4410,54512,11632,8550,11
13,171,18128,11936,7039,6,15,85,7898,3422,16820,3349,41038,7512,5394,60
13,173,10356,7353,3504,1,7,12,3805,2110,10036,3071,36904,4291,2521,99
13,175,48028,29475,16814,29,0,194,20144,9223,46852,12046,33487,21335,13450,77
13,177,28805,21780,12938,27,32,31,11194,6316,27496,3267,60667,10471,7813,103
13,179,64489,30597,27995,71,103,1028,24013,14324,62188,11310,43209,26987,15114,1000
13,181,7800,5117,3177,33,0,27,3347,1677,7719,1878,34596,4774,2860,9
13,183,15967,10199,6319,33,0,35,6071,3116,15741,2911,49317,6094,2853,5
13,185,112515,65134,47155,171,326,825,45787,20004,108281,27375,37248,45000,29454,798
13,187,30719,29096,13894,16,87,602,13253,6396,29241,5870,42764,12983,9160,380
13,189,21563,12303,7964,15,7,62,9042,4684,21222,4951,37899,9281,6226,79
13,191,14172,8678,5066,0,0,30,6371,3081,14038,2538,45216,9279,5496,27
13,193,14232,4835,4201,88,0,94,5251,2238,12566,3716,29295,6074,3811,40
13,195,28142,24113,11598,14,0,105,11566,5817,27968,5168,43746,11760,7791,69
13,197,8751,5168,3282,14,0,47,3372,1659,8644,1606,36271,4134,2269,47
13,199,21434,12458,7503,38,12,144,9295,4573,20979,4802,36606,9936,6954,93
13,201,6017,4189,2318,14,8,53,2482,1240,5844,1534,33224,2766,2037,1
13,205,23175,11210,7574,51,0,187,8841,3983,20955,6360,31101,8966,5351,32
13,207,26788,19713,10534,61,0,108,11095,5890,25463,3405,47815,10849,7493,117
13,209,9000,6408,3229,9,0,65,3597,1740,8194,2028,34653,3900,2339,5
13,211,17866,13178,7531,55,37,110,7509,3859,17668,2695,49746,7489,5831,26
13,213,39416,37641,15326,0,31,195,15706,8619,38911,8083,34478,15868,8911,100
13,215,198247,92002,85276,860,212,1112,81001,34038,186922,37674,41362,83212,55210,1508
13,217,101503,54998,41962,300,20,418,41796,19400,99793,16610,49208,38317,32789,438
13,219,33769,30199,15574,36,6,121,13627,8138,33525,2735,75057,12629,10886,324
13,221,14695,11477,6264,8,1,82,6157,3564,14538,2121,46901,6478,4506,0
13,223,145565,114626,66521,363,17,141,57307,33416,144659,18426,61153,52521,47341,664
13,225,27337,12992,11292,49,0,321,11594,4822,25177,5721,39085,11167,7470,200
13,227,29550,28185,12144,13,0,159,12386,7881,29224,3511,50452,13680,10632,120
13,229,18860,16209,7264,10,9,25,7714,4233,18662,3732,41685,7970,5129,38
13,231,17821,15570,7375,19,26,48,7244,4077,17457,2181,51985,6832,5533,47
13,233,41250,31781,15599,86,47,157,16436,9526,40712,8355,39121,16946,12820,375
13,235,11693,7581,4096,0,0,170,5864,2327,10161,1409,35430,4920,3404,21
13,237,21226,14929,8780,37,0,149,8928,5019,20988,2980,44058,12753,8341,266
13,239,2407,1094,705,0,0,6,1026,504,2407,692,30313,2052,726,6
13,241,16267,15112,6126,108,24,146,7152,3997,16083,3809,34043,12401,9885,208
13,243,7411,2606,2337,47,0,37,3113,1243,7150,2330,26837,3791,2698,43
13,245,201244,79422,80828,1224,296,2983,83497,30146,192808,48961,37704,86703,53751,3790
13,247,86256,38777,36418,637,188,358,36206,16806,85211,13587,52341,33288,25510,810
13,249,5054,3496,1945,6,8,81,1947,1063,5033,1117,38537,2329,1271,4
13,251,14281,7927,5183,33,0,132,5988,2616,13899,3469,34097,6687,4020,19
13,253,8804,5642,2985,7,9,51,3832,1892,8692,1963,34894,4800,3233,21
13,255,63946,40434,22962,53,36,165,26477,12826,62723,14157,40243,26883,20412,410
13,257,25741,21666,10236,1,0,284,11026,5945,24868,4807,40103,12584,8618,145
13,259,5900,1767,1560,0,0,55,1973,583,4671,1637,21880,2357,1337,9
13,261,31804,13829,11621,0,7,404,13331,5237,29738,9401,33694,13872,8519,99
13,263,6594,2697,2358,0,0,28,2884,1326,6560,1204,34073,3379,2029,18
13,265,1700,762,558,1,0,1,751,310,1682,524,24783,1017,652,6
13,267,25356,15785,7396,13,7,157,8516,4534,19878,5822,35346,9906,5691,118
13,269,8505,5048,2837,8,0,28,3686,1598,8240,2258,30288,4530,2585,22
13,271,16493,10002,4265,0,32,82,5473,2752,12678,3489,27760,7240,4522,15
13,273,9304,3528,3079,30,19,85,3903,1576,8916,2948,32602,4170,3071,0
13,275,44733,26765,16235,33,92,199,19101,9068,43711,11490,35515,20270,13775,278
13,277,40721,25729,15283,72,58,262,16851,7146,38818,10764,34830,16399,9504,290
13,279,27272,18521,10590,52,69,136,11185,5171,26857,6966,31291,12119,7373,37
13,281,10670,10235,3562,0,0,282,4948,2635,9869,1672,37425,7816,6056,62
13,283,6781,4554,2449,10,0,0,2726,1256,6330,1396,40143,3112,1993,7
13,285,68375,41551,26985,69,8,376,28204,13289,66552,14583,41906,28205,20931,203
13,287,8491,4679,2750,0,0,36,3350,1362,8151,2022,29763,3823,2325,32
13,289,8612,4807,2501,3,0,16,3681,1801,8504,2525,31285,4211,2306,9
13,291,21553,20847,7089,0,0,111,9492,6008,21097,3648,39179,14147,11760,80
13,293,26681,18774,9408,46,0,128,11529,5730,26078,5875,34614,12151,8607,95
13,295,68445,63238,27281,71,8,426,28470,15006,66648,11615,39688,30072,22445,335
13,297,85378,67918,36389,91,9,253,34718,20081,84410,12450,53454,32456,26724,604
13,299,35915,23600,12867,130,6,206,14548,6980,33375,8750,35247,16359,10545,169
13,301,5626,2098,1894,2,6,10,2503,980,5546,1687,28929,2961,1796,12
13,303,20861,9565,7118,13,0,31,8401,3808,19272,5234,34877,9034,5449,12
13,305,30170,22414,10640,15,10,195,11532,6041,27922,6198,37970,12146,7192,40
13,307,2744,1329,1162,0,0,39,1136,553,2733,673,31809,1482,640,0
13,309,7932,4615,1361,0,0,12,1850,1138,3744,884,27629,2417,1443,0
13,311,27594,26257,11236,62,41,168,11698,7143,27137,5152,40547,16038,11889,295
13,313,103132,90077,43916,212,104,393,40121,21946,101923,20458,40081,39777,25406,1016
13,315,9061,5409,2410,0,0,78,3047,1500,6999,1825,32545,3489,2056,8
13,317,10123,5452,3760,65,0,192,4363,2105,9930,2925,30729,5154,3581,60
13,319,9455,5648,3114,4,0,43,3994,1859,9343,1859,37258,4460,2813,5
13,321,21365,14861,8344,40,0,21,9053,4606,21185,4351,38339,9237,4889,63
15,001,189382,62903,79289,1094,389,1966,77449,37388,186418,35848,51213,83904,66103,2034
15,003,975690,209847,480392,40426,5628,25162,396213,202844,944550,92129,73581,339830,154792,35494
15,005,73,32,55,0,7,25,39,14,68,12,61250,87,70,2
15,007,68745,23103,31686,356,209,1124,28058,14633,67669,7920,62946,30112,20969,1401
15,009,158814,54749,77035,1897,761,2910,64458,32815,156670,17843,64567,70919,40126,4430
16,001,409239,374848,192560,824,3548,4090,161165,87837,401250,51340,55805,162766,121257,6645
16,003,3908,3728,1499,0,0,63,1626,1054,3873,565,38583,2642,2059,28
16,005,83394,75381,36629,891,320,1444,32472,16832,81074,13018,43953,33272,22102,1376
16,007,5941,5740,2440,15,6,109,2301,1497,5888,779,44974,3938,3404,21
16,009,9149,7896,3537,30,6,255,3679,2079,9030,1405,38963,4622,3129,33
16,011,45558,39784,18644,510,111,216,16713,9855,45249,6277,48088,16167,11936,235
16,013,21269,19151,11532,216,184,518,8402,5445,21193,2290,62489,15065,9248,401
16,015,6880,6569,2681,19,14,88,2781,1674,6822,1082,41194,5322,4173,14
16,017,40899,39195,15718,51,237,408,17042,10062,40240,6296,41879,24622,17441,615
16,019,106703,96550,46114,1199,357,876,39727,23165,105564,13361,50897,40214,28983,1911
16,021,10903,10292,3699,4,0,113,4290,2690,10737,1752,39204,5220,3989,43
